Author Name,Sex
Kyoungwon Seo,1
Tae Kun Seo,1
Juha Seppälä,1
Ernest Sergenti,1
Shigehiro Serizawa,1
Pablo Serra,1
Roberto Serrano,1
Angel Serrat,1
Murat R. Sertel,1
Amit Seru,1
Ananth Seshadri,1
Rajiv Sethi,1
Françis Seton,1
Russell F. Settle,1
Purvi Sevak,0
Sergei Severinov,1
Wade P. Sewell,1
Richard J. Sexton,1
H. Nejat Seyhun,1
Radwan Ali Shaban,1
Shaaban Abdul-Hamid Shaban,1
Ron Shachar,1
Fatemeh Shadman-Mehta,0
Wayne J. Shafer,1
Greg Shaffer,1
Eldar Shafir,1
Manisha Shah,0
Nilay D. Shah,1
Azeem M. Shaikh,1
Avner Shaked,1
Haim Shalit,1
Jay C. Shambaugh,1
Jay Shanken,1
Chris Shannon,0
Adam Hale Shapiro,1
Carl Shapiro,1
David L. Shapiro,1
Jacob N. Shapiro,1
Jesse M. Shapiro,1
Joel Shapiro,1
Joseph S. Shapiro,1
Matthew D. Shapiro,1
Perry Shapiro,1
Lloyd S. Shapley,1
Avner Shared,1
Shmuel Sharir,1
William W. Sharkey,1
Bhu Dev Sharma,1
Gunjan Sharma,0
Tridib Sharma,1
J. Frank Sharp,1
Steven A. Sharpe,1
Dina Shatnawi,0
Howard J. Shatz,1
Steven Shavell,1
Daigee Shaw,1
Kathryn L. Shaw,0
R. Paul Shaw,1
Moses Shayo,1
Dennis F. Shea,1
John Shea,1
Kevin D. Sheedy,1
Damien Sheehan-Connor,1
Steven M. Sheffrin,1
Neil Sheflin,1
H. M. Shefrin,1
Mohamed Shehata,1
Louise Sheiner,0
Sandro Shelegia,1
Karl Shell,1
Olga Shemyakina,0
Kailing Shen,0
T. Y. Shen,1
Xiaotong Shen,1
Yu-Chu Shen,0
Scott Shenker,1
Andrea Shepard,0
Donald S. Shepard,1
Neil Shephard,1
Ronald W. Shephard,1
Kenneth A. Shepsle,1
Shane Sherlund,1
Robert P. Sherman,1
Roger Sherman,1
Eytan Sheshinski,1
Shouyong Shi,1
Xianwen Shi,1
Xiaoxia Shi,0
Xinzheng Shi,1
Hirofumi Shibata,1
Hitoshi Shigeoka,1
Robert J. Shiller,1
Virginia M. Shiller,0
John Shim,1
Robert Shimer,1
Makoto Shimoji,1
Koji Shimomura,1
Katsumi Shimotsu,1
Kazushige Shimpo,1
Chaehee Shin,0
Hyun Song Shin,1
Hyun-Han Shin,1
Seung Y. Shin,1
Yongseok Shin,1
Shuntaro Shishido,1
Benyamin Shitovitz,1
Carol Shiue,0
Andrei Shleifer,1
Eran Shmaya,1
Artyom Shneyerov,1
Daniel Shoag,1
Jason F. Shogren,1
Anthony F. Shorrocks,1
Kenneth W. Shotts,1
Ira Shoulson,1
Ali Shourideh,1
John B. Shoven,1
Martin Shubik,1
"William F. Shughart, II",1
Shanna Shulman,0
Matthew Shum,1
Oz Shy,1
Clemens Sialm,1
David S. Sibley,1
Nachum Sicherman,1
Robin C. Sickles,1
Paolo Siconolfi,1
Terry Sicular,0
Joseph Gregory Sidak,1
Miguel Sidrauski,1
Stefanie Sieber,0
Calvin D. Siebert,1
Holger Sieg,1
Daniel R. Siegel,1
Donald S. Siegel,1
Jeremy J. Siegel,1
Ron Siegel,1
Stephan Siegel,1
Peter Siegelman,1
John J. Siegfried,1
Hilary Sigman,0
Mariano Sigman,1
Juha Siikamäki,1
William L. Silber,1
Eugene Silberberg,1
Jonathan I. Silberman,1
Emilson C. D. Silva,1
Jorge Silva-Risso,1
Mick Silver,1
Morris Silver,1
Stephen Silver,1
Dan Silverman,1
Joaquim Silvestre,1
Louis Silvia,1
Timothy Simcoe,1
Duncan I. Simester,1
Avi Simhon,1
Peter Siminski,1
Demetrio Simōes,1
Carl P. Simon,1
Carol J. Simon,0
Curtis J. Simon,1
Herbert A. Simon,1
Julian L. Simon,1
Leo K. Simon,1
Richard M. Simon,1
Saverio Simonelli,1
Andras Simonovits,1
Kenneth L. Simons,1
Itamar Simonson,1
Evangelos O. Simos,1
David Simpson,1
John Simpson,1
Paul B. Simpson,1
R. David Simpson,1
Christopher A. Sims,1
David Sims,1
Eric R. Sims,1
Alp Simsek,1
Laurent Simula,1
Todd Sinai,1
Jody L. Sindelar,0
J. A. Sinden,1
Vijay Singal,1
"Larry D. Singell, Jr.",1
B. Singer,1
Neil M. Singer,1
Balvir Singh,1
Nirvikar Singh,1
S. K. Singh,1
Kenneth J. Singleton,1
Arunima Sinha,0
Marciano Siniscalchi,1
Michael Sinkinson,1
Hans-Werner Sinn,1
Aloysius Siow,1
Ismail Sirageldin,1
Henry E. Siu,1
Larry A. Sjaastad,1
Fredrik Sjöholm,1
Tomas Sjöström,1
William Sjostrom,1
Oskar Nordström Skans,1
Stergios Skaperdas,1
Costis Skiadas,1
Alexandre K. Skiba,1
Jonathan Skinner,1
Lars Skipper,1
Terje Skjerpen,1
Gary R. Skoog,1
Peer Ebbesen Skov,1
Vasiliki Skreta,0
Andrzej Skrzypacz,1
Mikal Skuterud,1
Jiri Slacalek,1
Margaret E. Slade,0
Sita Nataraj Slavov,0
Christopher Sleet,1
Joel Slemrod,1
Daniel T. Slesnick,1
Alan Slivinski,1
Dirk Sliwka,1
Robert Slonim,1
Paul Slovic,1
Steven Slutsky,1
Allan Sly,1
Steve Smale,1
Arthur A. Small,1
David H. Small,1
Kenneth A. Small,1
Timothy M. Smeeding,1
Frank Smets,1
Kent A. Smetters,1
S. Smidt,1
"Anthony A. Smith, Jr.",1
Bruce D. Smith,1
"Clifford W. Smith, Jr.",1
Doug Smith,1
Eric Smith,1
Gary Smith,1
Grant Smith,1
James L. Smith,1
James P. Smith,1
Jeffrey Smith,1
John H. Smith,1
Katherine A. Smith,0
Kenneth R. Smith,1
Lawrence B. Smith,1
Lones Smith,1
Martin D. Smith,1
Paul E. Smith,1
Richard J. Smith,1
Robert S. Smith,1
Ron Smith,1
Stephen C. Smith,1
Stephen D. Smith,1
Stephen Smith,1
Steven A. Smith,1
Tim R. Smith,1
V. Kerry Smith,1
Vernon L. Smith,1
Vincent H. Smith,1
Arthur Smithies,1
Eugene Smolensky,1
Leon Smolinski,1
Meir Smorodinsky,1
Rann Smorodinsky,1
David John Smyth,1
Richard H. Snape,1
Arthur Snow,1
Erik Snowberg,1
Dennis J. Snower,1
Christopher M. Snyder,1
James C. Snyder,1
"James M. Snyder, Jr.",1
Gustavo Soares,1
Jorge Soares,1
Rodrigo R. Soares,1
Joel Sobel,1
Matthew J. Sobel,1
Russell S. Sobel,1
Ulf Söderström,1
Paolo Sodini,1
Arthur van Soest,1
Daan P. Van Soest,1
Adriaan Soetevent,1
Kenneth Sokoloff,1
Eilon Solan,1
Ronald Soligo,1
Solomos Solomou,1
Gary Solon,1
John L. Solow,1
Robert M. Solow,1
E. Somanathan,1
Rohini Somanathan,0
R. Andrew Somerville,1
Byung-Nak Song,1
Jae Song,1
Joseph Song,1
Zheng Song,1
Konstantin Sonin,1
Tayfun Sönmez,1
Hugo F Sonnenschein,1
Jon Sonstelie,1
Kevin C. Sontheimer,1
Cindy K. Soo,0
Neeraj Sood,1
Barry Sopher,1
John P. Sophocleus,1
Alan T. Sorensen,1
Todd Sorensen,1
Gerhard Sorger,1
David Soskice,1
Neal M. Soss,1
Marilda Sotomayor,0
Nicholas S. Souleles,1
Philippe Soulier,1
Clive Southey,1
Christine L. Soutter,0
Geraldo Souza,1
Fallaw Sowell,1
Richard H. Spady,1
Christophe Spaenjers,1
Giancarlo Spagnolo,1
Gordon R. Sparks,1
Chester S. Spatt,1
Stephen E. Spear,1
David Spector,1
Jamin D. Speer,1
Andrew Michael Spence,1
Byron G. Spencer,1
Peter D. Spencer,1
Michael Spezio,1
Matthew Spiegel,1
Robert G. Spiegelman,1
Ran Spiegler,1
Kathryn E. Spier,0
Antonio Spilimbergo,1
Elisheba Spiller,0
Pablo T. Spiller,1
Martin Spindler,1
Paul A. Spindt,1
Johannes Spinnewijn,1
Alan Spiro,1
Avia Spivak,0
James R. Spletzer,1
Vladimir G. Spokoiny,1
Enrico Spolaore,1
Charles Sprenger,1
Michael F. Sproul,1
Yves Sprumont,1
Daniel F. Spulber,1
Mara P. Squicciarini,0
Francesco Squintani,1
David Sraer,1
Frank Srba,1
Padmanabhan Srinagesh,1
Thirukodikaval Nilakanta Srinivasan,1
Sanjay Srivastava,1
V. K. Srivastava,1
Ennio Stacchetti,1
John Stachurski,1
George W. Stadler,1
Erik Stafford,1
Frank P. Stafford,1
"Dale O. Stahl, II",1
János Stahl,1
Douglas O. Staiger,1
Robert W. Staiger,1
Robert F. Stambaugh,1
Tommy Stamland,1
Elena Stancanelli,0
William Stanford,1
Victor Stango,1
Bryan E. Stanhouse,1
H. Eugene Stanley,1
Marcus Stanley,1
Stefanie Stantcheva,0
Werner Stanzl,1
David C. Stapleton,1
Amanda Starc,0
Oded Stark,1
Laura Starks,0
Chris Starmer,1
Ross M. Starr,1
Sonja B. Starr,0
David A. Starrett,1
Richard Startz,1
Robert N. Stavins,1
Bianca L. De Stavola,0
Eric Van den Steen,1
Frode Steen,1
Mark Stegeman,1
Douglas G. Steigerwald,1
"Erling Steigum, Jr.",1
Daniel Stein,1
Jeremy C. Stein,1
Jerome L. Stein,1
John Picard Stein,1
Roger M. Stein,1
Richard Steinberg,1
Jakub Steiner,1
Thomas L. Steinmeier,1
Jón Steinsson,1
Herman O. Stekler,1
Bernhard Von Stengel,1
Paula E. Stephan,0
"Melvin Stephens, Jr.",1
James A. Stephenson,1
Robert M. Stern,1
Scott Stern,1
Steven Stern,1
Thomas von Ungern Sternberg,1
Max D. Steuer,1
Eugene Steuerle,1
John J. Stevens,1
Betsey Stevenson,0
Colin Stewart,1
Jay Stewart,1
Marion B. Stewart,1
Mark Stewart,1
George J. Stigler,1
Stephen M. Stigler,1
Joseph E. Stiglitz,1
Bernt P. Stigum,1
Maxwell B. Stinchcombe,1
Ralph Stinebrickner,1
Todd Stinebrickner,1
James H. Stock,1
Wendy A. Stock,0
Phillip C. Stocken,1
Thomas Stöckl,1
Karen Stockley,0
Sue K. Stockly,0
Alan C. Stockman,1
Jan H. W. Stoeckenius,1
Vladimir Stoikov,1
Thomas M. Stoker,1
Nancy L. Stokey,0
Lars A. Stole,1
Lionel G. Stoleru,1
Dmitriy Stolyarov,1
Arthur A. Stone,1
Jeremy J. Stone,1
Richard Stone,1
Jan Stoop,1
Karl Storchmann,1
Kjetil Storesletten,1
Adam Storeygard,1
Janet G. Stotsky,0
John E. Stovall,1
Jörg Stoye,1
Philipp Strack,1
Philip E. Strahan,1
Alexander Strand,1
William C. Strange,1
Thomas Stratmann,1
Leslie S. Stratton,0
Roland Straub,1
John Strauss,1
Robert P. Strauss,1
Roland Strausz,1
Mark C. Strazicich,1
A. Joshua Strickland,1
Donald A. Strickland,1
Martin Strobel,1
Johannes Stroebel,1
David Stromberg,1
David Strömberg,1
Robert H. Strotz,1
Robert H. Stroup,1
Bruno Strulovici,1
Koleman S. Strumpf,1
Tomasz Strzalecki,1
Charles E. Stuart,1
René M. Stulz,1
Daniel M. Sturm,1
Jan-Egbert Sturm,1
Federico Sturzenegger,1
Michael Stutzer,1
G. Stuvel,1
Che-Lin Su,1
Xuanming Su,1
Javier Suarez,1
Abraham Subotnik,1
Marti G. Subrahmanyam,1
Shankar Subramanian,1
Gerry L. Suchanek,1
Wing Suen,1
Amir Sufi,1
Takuo Sugaya,1
Robert Sugden,1
Donggyu Sul,1
Johan Sulaeman,1
Daniel G. Sullivan,1
James X. Sullivan,1
Howard J. Sumka,1
Michael Thomas Summer,1
Lawrence H. Summers,1
Robert Summers,1
Daniel A. Sumner,1
Scott Sumner,1
Hongfei Sun,1
Ning Sun,1
Yixiao Sun,1
Rangarajan K. Sundaram,1
Venkatesh Sundararaman,1
Neel Sundaresan,1
Suresh M. Sundaresan,1
Uwe Sunde,1
Annika Sundén,0
Shyam Sunder,1
Cass R. Sunstein,1
Patrick Suppes,1
Tavneet Suri,0
Paolo Surico,1
Nathan Sussman,1
Richard Sutch,1
Matthias Sutter,1
John Sutton,1
Kotaro Suzumura,1
Leo Sveikauskas,1
Jan Svejnar,1
Jakob Svensson,1
Lars E. O. Svensson,1
Lars-Gunnar Svensson,1
Leif Svensson,1
Phillip Swagel,1
Anand V. Swamy,1
P. A. V. B. Swamy,1
Subramanian Swamy,1
Peter L. Swan,1
Otto H. Swank,1
Eric T. Swanson,1
Joseph A. Swanson,1
Norman R. Swanson,1
Katherine Swartz,0
James L. Sweeney,1
Andrew Sweeting,1
Anders Rygh Swensen,1
Joseph E. Swierzbinski,1
William J. Swift,1
Jeroen M. Swinkels,1
Kenneth A. Swinnerton,1
Omari H. Swinton,1
Sheldon Switzer,1
Tobias B. Switzer,1
Justin R. Sydnor,1
Chad Syverson,1
Andrea Szabó,0
Dezsö Szalay,1
Adam Szeidl,1
Nichole Szembrot,0
Balázs Szentes,1
Jerzy Szroeter,1
Daniel B. Szyld,1
Stefan Szymanski,1
Bent E. Sørensen,1
Erik Ø. Sørensen,1
Peter Norman Sørensen,1
Mohamed Taamouti,1
Alex Tabarrok,1
Nahid Tabatabai,0
Guido Tabellini,1
Christopher R. Taber,1
Steven Tadelis,1
Koichi Tadenuma,1
Alireza Tahbaz-Salehi,1
Fusaji Takahashi,1
Satoru Takahashi,1
Shuhei Takahashi,1
Yuya Takahashi,1
Noriyuki Takayama,1
Takashi Takayama,1
Shin-Ichi Takekuma,1
Kei Takeuchi,1
Dolf Talman,1
Mo-Yin S. Tam,0
Maurry Tamarkin,1
Andrea Tambalotti,1
Elie Tamer,1
Robert Tamura,1
Shuji Tamura,1
Omer Tamuz,1
Guofu Tan,1
Serene Tan,0
Xu Tan,0
Katsuto Tanaka,1
Tomomi Tanaka,0
Pankaj Tandon,1
Dragon Yongjun Tang,0
Fang-Fang Tang,1
Xun Tang,1
Carmen Tanner,0
J. Ernest Tanner,1
Sarah Tanner,0
Vito Tanzi,1
Vincent J. Tarascio,1
Alessandro Tarozzi,1
Geoffrey Tate,1
John A. Tatom,1
Tymon Tatur,1
Bart Taub,1
Dmitry Taubinsky,1
Paul J. Taubman,1
Sarah Taubman,0
George E. Tauchen,1
Yair Tauman,1
George S. Tavlas,1
Makoto Tawada,1
A. M. Robert Taylor,1
Alan M. Taylor,1
Amy Taylor,0
Christopher T. Taylor,1
Curtis R. Taylor,1
Dean Taylor,1
Eric S. Taylor,1
Evan J. Taylor,1
Jason E. Taylor,1
John B. Taylor,1
Lance Taylor,1
Lowell J. Taylor,1
M. Scott Taylor,1
Mark P. Taylor,1
William E. Taylor,1
Pietro Tebaldi,1
R. Teekens,1
Henry Teicher,1
Ronald L. Teigen,1
Thomas J. Teisberg,1
Joshua C. Teitelbaum,1
Álmos Telegdy,1
Pedro Teles,1
Rafael Di Tella,1
Chris I. Telmer,1
Lester G. Telser,1
Akram Temimi,1
Peter Temin,1
Jonathan Temple,1
Ted Temzelides,1
Silvana Tenreyro,0
Olivier Tercieux,1
Daniele Terlizzese,1
R. D. Terrell,1
Stephen J. Terry,1
Michèle Tertilt,0
Marko Tervio,1
Linda L. Tesar,0
Morris Teubal,1
Coen N. Teulings,1
Ernst-Ludwig von Thadden,1
Anjan V. Thakor,1
Richard H. Thaler,1
Rewat Thamma-Apiroam,1
Phḁm Chí Thānh,1
Mark A. Thayer,1
Henri Theil,1
Nikolaos Theodoropoulos,1
David Thesmar,1
Stuart E. Thiel,1
Jacques-François Thisse,1
Mathias Thoenig,1
Stavros B. Thomadakis,1
Catherine Thomas,0
Charles P. Thomas,1
Christopher R. Thomas,1
Duncan Thomas,1
Jonathan P. Thomas,1
Julia K. Thomas,0
Lacy Glenn Thomas,1
Earl A. Thompson,1
James R. Thompson,1
Peter Thompson,1
Russell G. Thompson,1
J. Michael Thomson,1
William Thomson,1
Judith Thornton,0
Rebecca Achee Thornton,0
Rebecca L. Thornton,0
Stuart J. Thorson,1
Walter N. Thurman,1
Lester C. Thurow,1
Jerry G. Thursby,1
Marie Thursby,0
Bram Thuysbaert,1
Yuan Tian,0
Davide Ticchi,1
Mabel Tidball,0
T. Nicolaus Tideman,1
Manfred Tietzel,1
C. B. Tilanus,1
Cédric Tille,1
John A. Tillman,1
Charles Peter Timmer,1
Marcel P. Timmer,1
Allan G. Timmermann,1
Christopher Timmins,1
Jan Tinbergen,1
Michael Ting,1
Seha M. Tinic,1
Katrin Tinn,0
Felix Tintelnot,1
Gerhard Tintner,1
Jean Tirole,1
Clem Tisdell,1
Rocio Titiunik,0
Sheridan Titman,1
Jeremy Tobacman,1
Julia Tobias,0
James Tobin,1
Kristina Tobio,0
Alexis Akira Toda,1
Hiro Y. Toda,1
Petra E. Todd,0
Eric J. Toder,1
Viktor Todorov,1
Juuso Toikka,1
Kiichi Tokuoka,1
George S. Tolley,1
Robert D. Tollison,1
Nigel Tomes,1
Mariano Tommasi,1
Christopher Tonetti,1
Ott Toomet,1
Geoffrey M. B. Tootell,1
Giorgio Topa,1
Petia Topalova,0
Robert H. Topel,1
Maximo Torero,1
Alexander Torgovitsky,1
Aarón Tornell,1
Vincent Torre,1
Juan Pablo Torres–Martínez,1
Rabee Tourky,1
Charles Towe,1
Robert J. Town,1
Robert M. Townsend,1
Toshihisa Toyoda,1
Mathias Trabandt,1
Joseph S. Tracy,1
Kenneth E. Train,1
Manuel Trajtenberg,1
Alain Trannoy,1
J. F. Traub,1
Nora Traum,0
Stefan T. Trautmann,1
Dennis N. De Tray,1
Francesco Trebbi,1
Daniel Trefler,1
Rafael Treibich,1
Stephen J. Trejo,1
Alberto Trejos,1
Carsten Trenkler,1
John H. Tressler,1
Antonella Trigari,0
Vitor Trindade,1
Gautam Tripathi,1
Pravin K. Trivedi,1
Thomas Tröger,1
A. Trognon,1
Erin Troland,0
William Troost,1
Maxim Troshkin,1
Kenneth R. Troske,1
R. P. Trost,1
Philip A. Trostel,1
Hale F. Trotter,1
Leo Troy,1
E. Trubowitz,1
Michel Truchon,1
Panos Tsakloglou,1
Tien-wang Tsaur,1
John Tschirhart,1
Kinping Tse,1
S. C. Tsiang,1
Daniel Tsiddon,1
Natalia Tsukanova,0
Yoshihiko Tsukuda,1
Jinkichi Tsukui,1
Masatoshi Tsumagari,1
Kei Tsutsui,1
Viktor Tsyrennikov,1
Aleh Tsyvinski,1
Catherine E. Tucker,0
Howard P. Tuckman,1
Fabio Tufano,1
Anita Tuladhar,0
Henry Tulkens,1
Gordon Tullock,1
Nancy Brandon Tuma,0
Bertil Tungodden,1
Ty Turley,1
John A. Turner,1
Matthew A. Turner,1
Nicholas Turner,1
Sarah Turner,0
Stephen J. Turnovsky,1
Arja H. Turunen-Red,0
Ralph Turvey,1
Amos Tversky,1
James R. Tybout,1
John H. Tyler,1
Tom Tyler,1
Jan Tymes,1
Jean-Robert Tyran,1
Gregory F. Udell,1
Christopher R. Udry,1
Masako Ueda,0
Yasuo Uekawa,1
Marc Uetz,1
Russell S. Uhler,1
Gerald R. Uhlich,1
Harald Uhlig,1
Gergely Ujhelyi,1
Thomas S. Ulen,1
Aman Ullah,1
Shobha Ullah,0
Jonathan Ullman,1
Karen Helene Ulltveit-Moe,0
D. T. Ulph,1
Alvin Ulrich,1
Charles W. Upton,1
Amparo Urbano,0
B. Piedad Urdinola,0
Martín Uribe,1
Branko Urošević,1
Miguel Urquiola,1
Carlos Urrutia,1
Heinrich W. Ursprung,1
Dan Usher,1
Hirofumi Uzawa,1
Yiannis Vailakis,1
I. Y. Vakhutinsky,1
Rodrigo O. Valdés,1
Federico Valenciano,1
Julie Valentin,0
Ákos Valentinyi,1
Juuso Välimäki,1
Robert G. Valletta,1
Tommaso Valletti,1
Christoph Vanberg,1
Kerry D. Vandell,1
Guillaume Vandenbroucke,1
Adolf L. Vandendorpe,1
Robert J. Vanderbei,1
John Vanderkamp,1
Kirk Vandezande,1
Jaroslav Vanek,1
Arthur S. De Vany,1
Felix Várdy,1
Carlos Vargas-Silva,1
Hal R. Varian,1
Yrjö O. Vartia,1
Prem Vashishtha,1
Joseph Vavra,1
Dimitri Vayanos,1
Clara Vega,0
Carlos A. Végh,1
Andrés Velasco,1
Carlos Velasco,1
Jan in't Veld,1
François R. Velde,1
Laura Veldkamp,0
Francis Vella,1
Robert Venable,1
Anthony J. Venables,1
Valaria P. Vendrzyk,0
Yiannis P. Venieris,1
Sriram Venkataraman,1
Sudhir Alladi Venkatesh,1
Steven F. Venti,1
Gustavo Ventura,1
Jaume Ventura,1
Marcelo L. Veracierto,1
Frank Verboven,1
Adrien Verdelhan,1
Thierry Verdier,1
Petrus Johannes Verdoorn,1
Galina Vereshchagina,0
Rodrigo Vergara,1
Eric A. Verhoogen,1
Frederic Vermeulen,1
Lee C. Vermeulen,1
John M. Vernon,1
Raymond Vernon,1
Pietro Veronesi,1
Robert E. Verrecchia,1
Ewout Verriest,1
Pietro Vertova,1
Philip Verwimp,1
Lise Vesterlund,0
Stan Veuger,1
Luis M. Viceira,1
John Vickers,1
James Vickery,1
Maria-Pia Victoria-Feser,0
Jordi Blanes i Vidal,1
Ivan Vidangos,1
Nicolas Vieille,1
Marie-Louise Vierø,0
Vikrant Vig,1
Jacob L. Vigdor,1
Jesús Vigo-Aguiar,1
Wim Vijverberg,1
Jose E. Vila,1
Lars Vilhuber,1
Anne P. Villamil,0
Simon Ville,1
Carolina Villegas-Sanchez,0
Stéphane Villeneuve,1
Marie-Claire Villeval,0
Daniel R. Vincent,1
Karl Vind,1
Andrea Vindigni,1
Daniel Vine,1
Hrishikesh D. Vinod,1
Giovanni L. Violante,1
Sujata Visaria,0
Thomas Vischer,1
W. Kip Viscusi,1
Robert Ward Vishny,1
Tara Vishwanath,0
Michael Visscher,1
Bauke Visser,1
Michael Visser,1
Annette Vissing-Jørgensen,0
Eva Vivalt,0
Xavier Vives,1
Alessandra Voena,0
Jonathan Vogel,1
Timothy J. Vogelsang,1
Tom S. Vogl,1
William B. Vogt,1
Rajiv Vohra,1
Rakesh V. Vohra,1
Nico Voigtländer,1
Oscar Volij,1
Paolo Volpin,1
Maarten J. Voors,1
Angela Vossmeyer,0
"Harold L. Votey, Jr.",1
Hans-Joachim Voth,1
Mark E. Votruba,1
Susan B. Vroman,0
Wayne Vroman,1
Tuomo Vuolteenaho,1
Quang H. Vuong,1
Aico van Vuuren,1
Edward J. Vytlacil,1
Howard M. Wachtel,1
Paul Wachtel,1
Michael L. Wachter,1
Till von Wachter,1
Romain Wacziarg,1
Glen R. Waddell,1
Sushil Wadhwani,1
Walter J. Wadycki,1
Daniel F. Waggoner,1
Alexander F. Wagner,1
Harvey M. Wagner,1
Ulrich J. Wagner,1
Grace Wahba,0
Timothy Waidmann,1
Katsutoshi Wakai,1
Peter P. Wakker,1
Joel Waldfogel,1
Fabian Waldinger,1
Donald M. Waldman,1
Michael Waldman,1
Robert J. Waldmann,1
Douglas G. Waldo,1
Terence J. Wales,1
Donald A. Walker,1
James M. Walker,1
James R. Walker,1
Mark Walker,1
Mary Beth Walker,0
Thomas Walker,1
Todd B. Walker,1
W. Reed Walker,1
Richard A. Wall,1
Björn Wallace,1
Brian Wallace,1
Neil Wallace,1
Thomas Dudley Wallace,1
Johanna Wallenius,0
Christopher J. Waller,1
Kenneth F. Wallis,1
Jan Walliser,1
Margaret Walls,0
Carl E. Walsh,1
Cliff Walsh,1
Kieran Walsh,1
Randall P. Walsh,1
Richard G. Walsh,1
William B. Walstad,1
Alan Arthur Walters,1
"H. Y. Wan, Jr.",1
Ar-Young Wang,1
Cheng Wang,1
Jiahui Wang,0
Jialan Wang,0
Jiang Wang,1
Joseph Tao-yi Wang,1
Pengfei Wang,1
Ping Wang,1
Qiying Wang,0
Ruqu Wang,1
Shing-Yi Wang,0
Stephanie W. Wang,0
Su Wang,0
Tan Wang,1
Thomas Wang,1
Xianghong Wang,0
Y. Wang,1
Yang Wang,0
Zhi Wang,1
Zhongmin Wang,1
Zhu Wang,1
Tom Wansbeek,1
Leonard Wantchekon,1
Adam Wantz,1
Michael P. Ward,1
Andrew M. Warner,1
Elizabeth J. Warner,0
John T. Warner,1
Francis E. Warnock,1
Peter G. Warr,1
Frederick R. Warren-Boulton,1
Mark J. Warshawsky,1
Frederic Warzynski,1
Mazhar Waseem,1
Ebonya L. Washington,0
Etienne Wasmer,1
Tsunehiko Watanabe,1
Yasutora Watanabe,1
Michael Waterson,1
Joel Watson,1
Mark W. Watson,1
C. M. K. Watts,1
Harold W. Watts,1
Michael Watts,1
Roger N. Waud,1
Frederick V. Waugh,1
Michael E. Waugh,1
Leonard Waverman,1
Robert R. Weathers,1
Carolyn L. Weaver,0
David C. Webb,1
Andrea Weber,0
Guglielmo Weber,1
Martin Weber,1
Robert J. Weber,1
Roberto A. Weber,1
S. Weber,1
Warren E. Weber,1
Claus Weddepohl,1
Leon L. Wegge,1
Shang-Jin Wei,1
Xiao Wei,1
Jörgen W. Weibull,1
John C. Weicher,1
Marc D. Weidenmier,1
Martin Weidner,1
Jonathan Weigel,1
Keith Weigelt,1
David N. Weil,1
Philippe Weil,1
"Roman L. Weil, Jr.",1
Pierre-Olivier Weill,1
David F. Weiman,1
Bruce A. Weinberg,1
John A. Weinberg,1
Matthew C. Weinberg,1
Stephen Weinberg,1
Steven Weinberg,1
Kenneth Weingarten,1
Barry R. Weingast,1
Philipp Weinschenk,1
David E. Weinstein,1
Jeffrey M. Weinstein,1
Jonathan Weinstein,1
Milton C. Weinstein,1
Robert Weinstein,1
Gabriel Y. Weintraub,1
Robert Weintraub,1
Michael S. Weisbach,1
Scott J. Weisbenner,1
Burton A. Weisbrod,1
Jill C. Weise,0
Andrew Weiss,1
Laurence Weiss,1
Leonard W. Weiss,1
Yoram Weiss,1
Martin L. Weitzman,1
C. Christian von Weizsäcker,1
Georg Weizsäcker,1
Finis Welch,1
Ivo Welch,1
Robert L. Welch,1
David N. Well,1
"Roman L. Well, Jr.",1
Paul Weller,1
Stanislaw Wellisz,1
Roy E. Welsch,1
Quan Wen,1
Yi Wen,1
Richard E. Wendell,1
John T. Wenders,1
Erik Wengstrom,1
Carl Wennerlind,1
Marek Weretka,1
Eric Werker,1
Russ Wermers,1
Jan Werner,1
Birger Wernerfelt,1
Iván Werning,1
Kenneth Wertz,1
Douglas S. West,1
Edwin G. West,1
Guy R. West,1
James E. West,1
Jeremy West,1
Kenneth D. West,1
Richard R. West,1
Frank Westermann,1
Alexander Westkamp,1
Roger J-B. Wets,1
Bruce M. Wetzel,1
E. Glen Weyl,1
John A. Weymark,1
John Whalley,1
Yoon-Jae Whang,1
Warren C. Whatley,1
William C. Wheaton,1
David Wheeler,1
Karl Whelan,1
Andrew Whinston,1
Michael D. Whinston,1
David Whipple,1
John K. Whitaker,1
David K. Whitcomb,1
Donald James Butt White,1
Halbert White,1
Harrison C. White,1
Kenneth J. White,1
Lawrence J. White,1
Lucy White,0
Michelle J. White,0
Toni M. Whited,0
John C. Whitehead,1
Charles H. Whiteman,1
Gerald A. Whitney,1
Abraham L. Wickelgren,1
Michael R. Wickens,1
Elmus R. Wicker,1
Mirko Wiederholt,1
Volker Wieland,1
Peggy Wier,0
Avi Wigderson,1
Steven N. Wiggins,1
Randall M. Wigle,1
Sweder van Wijnbergen,1
David W. Wilcox,1
Nathaniel T. Wilcox,1
Jozef Wilczynski,1
David E. Wildasin,1
Louis L. Wilde,1
Matthijs R. Wildenbeest,1
"John S. Wiley, Jr.",1
Mark O. Wilhelm,1
Tom Wilkening,1
Bruce W. Wilkinson,1
Maurice Wilkinson,1
Paul Willen,1
John B. Willett,1
Thomas D. Willett,1
Alan Williams,1
Arlington W. Williams,1
Heidi L. Williams,0
Jeffrey C. Williams,1
John C. Williams,1
Noah Williams,1
"Roberton C. Williams, III",1
Steve Williams,1
